"name","item"
"THE TEA TREAT","Burger Combo"
"Hungry Kya","Bundi Raita"
"Golden Kitchen Home Made","Bundi Raita"
"Biryani Boyz","Bundi Raita"
"Shreeji Dairy","Bundi Laddu"
"RATHANA VILLAS","Bun Parotta"
"FRIENDS FAST FOOD AND CHICKEN CORNER","Bun Parotta"
"KULFI AND MORE","Bun Masala"
"New Bera Samosa Center","Bun 1 Pcs"
"Lovely Eggs Mart","Bun"
"Bera Samosa House","Bun"
"Ali Hussain Tikka Center","Bun"
"Arabian Bytes","Bun"
"Saurashtra Dairy Farm","Bullet Sev Mamra- Kolhapuri"
"Hebe's","Bull's Eye"
"AL-GHAUSIA RESTAURANT","Buffalo Pasanda Roll"
"Bablu Shree Farali Centre","Buff Vada"
"Crazy Straw","Bubblegum Shake"
"TEA PALACE","Bubblegum Shake"
"CITY BURGER","Bubblegum Shake"
"Jail Chai Bar Cafe","Bubblegum Shake"
"BCreamy","Bubble gum Thick Shake"
"Stix n Brix wood fired pizza","Bruschetta Bread"
"Cafe BFF","Brownie With Ice Cream"
"Cafe Pumpkin","Brownie With Ice Cream"
"Ambrocia Restaurant","Brownie With Ice Cream"
"Sip N Bite Lawrence Road","Brownie With Ice Cream"
"Taste Tycoon","Brownie with Ice Cream"
"Boston Pizzas","Brownie with Ice cream"
"AELICIOUS HUT","Brownie Shake"
"The Chocolate Room","Brownie Shake"
"Culture Cafe","Brownie Shake"
"Bowls Up","Brownie Shake"
"THE SHAKER'S SIDE","Brownie Shake"
"THE SHAKER'S SISE","Brownie Shake"
"Fruitorious","Brownie Fudge Sundae"
"Sundae Zone","Brownie Fudge Sundae"
"Barista","Brownie Fondente"
"The Dessert Corner","Brownie Cheesecake"
"Bake Man","Brownie"
"U S Pizza","Brownie"
"Prelude Restaurant","Brownie"
"Burgrill - The Win Win Burger","Brownie"
"Sweet Chariot","Brownie"
"Oven Fresh Bakery","Brownie"
"My Takeaway Counter by ( Verka Milk Booth )","Brownie"
"Town House Coffee","Brownie"
"CHILL HOUSE","Brownie"
"The Poutinerie","Brownie"
"The Mango Tree","Brownie"
"THE PIZZA FOLKS","Brownie"
"Red Earth Coffee Roasters","Brownie"
"Delight Bake Shop","Brown Bread"
"Kurnool Sona Dum Biryani Hotel","Briyani Rice"
"Vijay hotel","Break Fast Combo 2"
"Kanak Misthan Bhandar","Bread Pakorda"
"Shri Jay Jalaram Khaman House","Bread Pakora (5 Pcs)"
"Balmukund Fast Food","Bread Pakora"
"AGGARWAL PURI WALE","Bread Pakora"
"Delhi 6-The Real Taste Of Delhi","Bread Pakora"
"KSahni (Tripuri)","Bread Pakora"
"Indian Chhota Samosa Garden","Bread Pakora"
"Tfd","Bread Pakoda [3pieces]"
"Surti Samosa","Bread Pakoda"
"Purnabramha","Bread Pakoda"
"''early Meal n energy Drink''","Bread pakoda"
"Tea Time Cafe","Bread Omlette"
"COFFEE MAKERS","Bread Omlet"
"Malnad Coffee Shop","Bread Omlet"
"EGG DADY","Bread Omlet"
"AYOOR'S CAFE","Bread Omlet"
"Checkpost","Bread Omelette"
"Yadav Omelette and Paratha","Bread Omelette"
"D-Zaprino","Bread Omelette"
"GTR Snack Box","Bread Omelette"
"Chadha Prantha Junction","Bread Omelette"
"MANDAL JI RESTURANT","Bread Omelette"
"SMART EGG VILLA","Bread Omelette"
"Taste of Mangalore","Bread Omelette"
"Cafe Ka-01","Bread Omelette"
"Vivaha bhojanam","Bread Omelette"
"The tasty planet","Bread Omelette"
"Vinayaka Guntha Ponganalu and Idly Center","Bread Omelette"
"Aditya Hot ''N'' Crusty","Bread Omelette"
"7 BITES","Bread Omelette"
"BAJJIS & PAKODAS","Bread Omelette"
"KRISHNA'S RESTAURANT","Bread Omelet"
"Jay Ambe Ghughra Centre","Bread Katka"
"Nikku's Bakery","Bread Jam[2 Slices]"
"KNEAD-O BREADS","Bread Crumbs"
"Jumbo Sandwich & More","Bread & Butter Sandwich"
"Kayastana Ghar Pe","Bread"
"SS BAKERS","Bread"
"Super Omlet Corner","Bread"
"Nutritious cafe","Bravo Brocolli Packer"
"Kosho's Hotdogs","Box Of 4 Mini Veg Hotdogs"
"BANANA LEAF MUTTON DUM BIRYANI","Boti Fry"
"Rajanna miltry hotel","Boti Fry"
"Bansal Sweets Pede Wale","Boondi Ladoo"
"Mane holige","Boondi Laddu"
"Mou sweet","Boondi"
"AFC (Aurangabad Fried Chicken)","Boneless Chicken Strips [6 Pcs]"
"Chizza & pizza corner","Boneless Chicken Strips [6 pcs]"
"biryani central","Boneless Chicken Biryani"
"Maharaja Biryani Center","Boneless Chicken Biryani"
"R.K. Chicken Kabab Center","Bone Less Kabab (1kg)"
"Shikarpuri Sweet Mart","Bombay/ Pista Halwa"
"Jai Mataji Tea And Nasta Center","Bombay Vadapav"
"Jalaram Farshan Mart","Bombay Vada Pav ( Special )"
"VASANTHA FOODS","Bombay Mixture"
"vadapav platform","Bombay Classic Vada Pav [1 Piece]"
"Ronak Restaurant","Bombay Biryani"
"A - One Bombay Biryani","Bombay Biryani"
"Sai krupa bombay vadapav and bhelpuri center","Bombay Bhelpuri"
"Mastana Omlet Center","Boiled Tikka Masala"
"Eggs & Eggs","Boiled Tikka Masala"
"Surti Egg House-Janeman Fry Center","Boiled Rice"
"NEW SHAMIANA","Boiled Rice"
"B'S Egg World","Boiled Egg Single"
"Donne Biryani Palace","Boiled Egg"
"Chickpete Jonne Biriyani House","Boiled Egg"
"Smile Chinese & Punjabi","Boil Tikka Masala"
"Lucky Amlet Center","Boil Khima"
"Janta Super Omlet","Boil Fry [Single]"
"Egger's Den","Boil Fry [Single]"
"Eggs N Eggs - The Egg Eatery","Boil Fry"
"Baba Egg'S Kitchen","Boil Fry"
"Olivia Eggs","Boil Fry"
"Kalu Omlet Center","Boil Egg 1 Pics"
"Mr. Egg Green Surti Kheema & Omlet","Boil Cheese Salad"
"Deshmukh Eggs and Chickens","Boil"
"Youngmonk Fruit Bar","Blueberry Smoothie"
"Alwar Brothers Cafe","Blueberry Shake"
"Popcorn & Company","Blueberry Popcorn"
"The Digitale Chef","Blueberry Muffin"
"Chinese Culture","Blueberry Muffin"
"The Meals Junction","Blueberry Lassi"
"Vanilla Sky","Blueberry Donut"
"BERLIN KAFFEEHAUS","Blueberry Cupcake"
"Shakeshack","Blueberry Cupcake"
"Dessert Area","Blueberry Cupcake"
"Paan Culture","Blueberry Chocolate"
"Wheat Barn","Blueberry Cheesecake Slice"
"Haagen Dazs","Blueberry Cheesecake Slice"
"Mama Mia! Italian Ice Creams","Blueberry Cheesecake Ice Cream Tub [1/2 Litre"
"Gourmet Ice Cream Cakes by Baskin Robbins","Blueberry Cheesecake"
"Crumb Together","Blueberry Cheesecake"
"Kwality's The cake shop","Blueberry Cheesecake"
"Sale & Pepe - Ristorante Italiano","Blueberry Cheesecake"
"Pair A Dice Cafe","Blueberry Cheesecake"
"The Burger Club","Blueberry Cheese Cake"
"Ask Pure Cake House","Blueberry Cake (500 gms)"
"THE CHEF'S CAKES & BAKES","Blueberry Cake"
"Avon Namkeen","Blueberry Cake"
"BOGO Pizza & Cakes (Buy One Get One)","Blueberry Cake"
"Paris Bakery","Blueberry Cake"
"Mocha","Blueberry Brain Freezer Shake (350 ml)"
"Cakeiz","Blueberry (1 Pound)"
"The Shake.Com","Blueberry"
"Kudrati Kahumbo","Blueberry"
"BLOODY GREAT JARS","Blueberry"
"Cottage loaf","Blueberry"
"VINTAGE ICE CANDY","Blueberry"
"The Fire Chicken","Blueberry"
"Trisha bakers and cake shop","Blueberry"
"Drip the Cafe Bar","Blueberry"
"Kudrati Kahumbo Jodhpur","Blueberry"
"Mocktails & Burger","Blue Lemon ( Fresh & Cool )"
"Gupta Bakery","Blue Berry Half Kg (500 Gm)"
"Fozzie'S Pizzaiolo","Blue Berry Cheese Cake"
"The Marvellous Pastries","Blue Berry Cake"
"THE CHEFS CAKES & BAKES","Blackforest Pastry"
"Zarna'S Kitchen","Blackforest Cake [500 Gm]"
"City Juice Center","Blackcurrant Ice cream"
"Burger Burger Burger","Blackberry Ice Tea"
"Chaayos Chai+Snacks=Relax","Black Tea"
"The Vintage Cakes","Black Forest Pastry"
"Appy's Kitchen (Cakes and Snacks)","Black Forest Pastry"
"Bobby restaurant","Black Forest Pastry"
"Parklane Bakers","Black Forest Pastry"
"R Kitchen - Renaissance Hotel","Black Forest Pastry"
"Bakingo","Black Forest Pastry"
"Hindustan Cake Walk","Black Forest Pastry"
"Monginis","Black Forest Pastry"
"Pioneer cafe","Black Forest Mini Cake"
"The Cake Town","Black Forest Eggless Pastry"
"The Cakes & Bakes","Black Forest Eggless Cake (500 gms)"
"Swapandeep ice Cream & Bakers","Black Forest Eggless Cake (500 gms)"
"Tastemaker Cloud Kitchens","Black Forest Cake.(500gm)"
"Cake Dengo Cake Shop","Black Forest Cake Eggless 1kg"
"CAKES DELIGHT BY PREET","Black Forest Cake [Per Kg]"
"Yash confectionery","Black Forest Cake [500gm]"
"BAKERS MAGIC BAKERY AND DAIRY","Black Forest Cake [300gms]"
"Cake Studio (Cakes & Cafe)","Black Forest Cake [1pound]"
"Double Tree by Hilton","Black Forest Cake (Half Kg)"
"Cake Supremo","Black Forest Cake (Eggless)"
"Sugar Bogar","Black Forest Cake (95 gms)"
"Deep Corner","Black Forest Cake (500 gms)"
"Monginis Cake Shop (Ioc Road)","Black Forest Cake (500 gms)"
"Indian Bakery","Black Forest Cake (500 gms)"
"restore bakery","Black Forest Cake (500 gms)"
"Cake Hut","Black Forest Cake (1 Pound)"
"VISHAL VARUN BAKERS","Black Forest Cake"
"Dp Cake Studio","Black Forest Cake"
"Bakers villa science city","Black Forest Cake"
"CAKE  N MELT SHIV DAILLY NEEDS","Black Forest Cake"
"Eggless Cakes","Black Forest Cake"
"Baking Bond (Sonari)","Black Forest Cake"
"Cake House","Black Forest Cake"
"Say Cheese Cake","Black Forest Cake"
"DK Cake & Bakery","Black Forest Cake"
"The Bakers Table","Black Forest Cake"
"FELISIA FOOD INDIA PRIVATE LIMITED","Black Forest Cake"
"Muneer Sweets","Black Forest Cake"
"FnP cake N More","Black Forest Cake"
"Labana Cakes, Flowers & More","Black Forest Cake"
"Chhenapodo","Black Forest Cake"
"food plus","Black Forest Cake"
"Gupta's sweets","Black Forest Cake"
"CREATIVE CAKES AND CAFE","Black Forest Cake"
"MAYURA BAKERY AND SWEETS","Black Forest Cake"
"TIP-TOP BAKERY","Black forest 500 Gm"
"FACEBAKE","Black Forest [Large]"
"Red Oven","Black Forest [1 Pc]"
"Brunch Italino (Kadma Market)","Black Forest (1 Pcs) (Eggless)"
"capella","Black Forest"
"Praveen Sai Bakers & Fast Food","Black Forest"
"Smk cake house and sweets","Black Forest"
"Brunch Italiano","Black Forest"
"Papa Ji Snacks & Bakers","Black Forest"
"Monginis Paldi","Black Forest"
"Mio  Amore","Black Forest"
"Deryfresh - Paldi","Black Forest"
"Haresh Dudhiya","Black Forest"
"Shree Vari Cool Point","Black Current Scoop"
"The Cake House","Black Current Icing Cake (1 Kg)"
"Indo Neps Juice and Shake","Black Current"
"MC BURGER","Black Current"
"The Pizza Palace","Black Current"
"ALIGARH AMUL PARLOUR","Black Current"
"Sweet Viibes","Black Current"
"Food Heavenz","Black Current"
"Melting Cakes","Black Current"
"Dark Cafe","Black Current"
"The Lamour","Black Currant Vine"
"Onkar Pan House","Black Currant Shot"
"Cake Me","Black Currant Cake"
"NAMMA PASTRIES","Black Currant Cake"
"Uncha Otalawala Sheekhand Ghar","Black Currant"
"ROYAL CAKE N BAKE","Black Currant"
"Blackone Cake Shop","Black Currant"
"Baskin Robbins Happyness Shakes","Black Currant"
"House of Ice Cream","Black Currant"
"CANE HUT","Black Currant"
"Burger Hut","Black Currant"
"Gelato Italiano","Black Currant"
"Tea Smith Cafe","Black Currant"
"Hiit Meals","Black Coffee 15Meals"
"Mad Over Donuts","Bites"
"Baked By Nini S","Biscoff Cheesecake Pastry"
"Friends  & Fries","Biscoff Cheese Cake"
"Hassans Family Restaurant","Biryani Rice Full"
"MOMS STYLE","Biryani Rice"
"AR GRILLS & BIRYANI","Biryani Rice"
"Tytan biryani","Biryani Rice"
"GUNTUR","Biryani Rice"
"GRAND CHEESY","Biryani Rice"
"GOWDRU RUCHE'S BIRIYANI","Biryani Rice"
"GOWDRU MANE OOTA","Biryani Rice"
"SS MILITRY HOTEL","Biryani Rice"
"Gowdru jonne biriyani","Biryani Rice"
"Aramane Donne Biryani","Biryani Rice"
"Biryani Box By SB","Biryani Rice"
"Sri Venkateswara Mini Dum Biryani and Kabaab Centre","Biryani Rice"
"Biryani Durbar","Biryani Rice"
"rajanna military hotel","Biryani Rice"
"Lingamaiah Tadipatri Dum Biryani Center","Biryani Rice"
"Halli Donne Biryani","Biryani Rice"
"THE PRISON BIRYANI","Biryani Rice"
"SR FOODS","Biryani Rice"
"Bismilla Hotel","Biryani Rice"
"Mockaholic","Biryani Rice"
"MM BIRYANI","Biryani Rice"
"Royal Daawat","Biryani Rice"
"The Kitchen Bandit","Biryani Rice"
"KV BIRIYANI","Biryani Rice"
"RR Hotel","Biryani Rice"
"Black Kitchen","Biryani Rice"
"Spice aroma","Biryani Rice"
"Malgudi's Donne Biriyani.","Biryani Rice"
"MALLIKA DONNE BIRIYANI","Biryani Rice"
"South Briyani kitchen","Biryani Rice"
"Hosamane by Curryosity","Biryani Rice"
"Q3 food corner","Biryani Rice"
"Nati palace","Biryani Rice"
"NATI STYLE DONNE BIRYANI","Biryani Rice"
"HOTEL MEED CAFE","Biryani Rice"
"Hotel Nati Style","Biryani Rice"
"Mani's Donne Biryani","Biryani Rice"
"Karnataka Hindu Miltry Hotel","Biryani Rice"
"BEGUM S CUISINE","Biryani Rice"
"HOTEL SRI CHOWDESHWARI","Biryani Rice"
"Donne Biriyani Mane","Biryani Rice"
"Marenahalli Donne Biryani","Biryani Rice"
"SWVIGY HOME PRIMIUM","Biryani Rice"
"MATHSYA DARSHINI","Biryani Rice"
"New Star Biryani House","Biryani Rice"
"The Vintage","Biryani Rice"
"JANU'S KITCHEN","Biryani Rice"
"Grills & Rolls","Biryani Rice"
"New Kolkata Arsalan Biryani","Biryani rice"
"Food Stories By Westend Hotel","Biryani Combo"
"AMMI KI BIRYANI","Biryani Chicken Rice"
"9280 The Family Restaurant","Biryani Box"
"Baku Tiffin House","Biryani"
"Doner Kebab House","Biryani"
"New S K Bombay Bhathiyara Biryani","Biryani"
"ENGINEER'S BIRIYANI AND FASTFOOD HUB","Biryani"
"Disha Meat Corner","Biryani"
"Delicious foodz","Biriyani Rice"
"Mariyamma Natti style 1950","Biriyani Rice"
"Aditya Kitchen","Biriyani Rice"
"Biryani wagon one","Biriyani Rice"
"New green nati style hotel","Biriyani Rice"
"Le Arabia","Biriyani Rice"
"M R N HOTEL","Biriyani Rice"
"MANDYA GOWDRU","Biriyani Rice"
"Biriyani Katte","Biriyani Rice"
"FRYDAY","Biriyani Rice"
"DEEBA HOTEL","Biriyani Rice"
"mounika hotel","Biriyani Rice"
"KILO BIRIYANI KG KABAB","Biriyani Rice"
"Biristan","Biristans Bbq Chicken Biryani"
"Super Donuts : An American Eatery And Bakery","Billion Dollar Donuts"
"Flavour of Korea","Bibimbap Chicken"
"Momobaaz","Bhutani Momo"
"Shanghai Chicken Lolipops","Bhut Jolokia Chicken Lollipop 6 Pcs"
"Yummy Food Corner","Bhurji Pulav"
"Tummy Full","Bhurji"
"Morbiwale","Bhungra Bataka"
"Morebite","Bhuna Gosht"
"K3's Kitchen","Bhuna Chicken"
"Sahil R K","Bhuna"
"Amritsari Nutri Kulcha and Chana Bhatura","Bhigga Kulcha"
"Balaji Pakodi Center","Bhel Puri [1plate]"
"Hokart - Ravi pani puri & Chats","Bhel Puri"
"Bangar pet chats","Bhel Puri"
"Savariya Chats","Bhel Puri"
"Savareeya Chats","Bhel Puri"
"SATYAM CHATS","Bhel Puri"
"Sushil Pani Puri","Bhel Puri"
"Sangeetha Pani Poori Shop (Near TAW School)","Bhel Poori"
"maa ke hath ka poha","Bhel poha"
"Dhanlaxmi Southindian Fast Food","Bhel Pakoda"
"Sakarkar Panipuri","Bhel [1plate]"
"Shreeji Panipuri","Bhel"
"Night Life Food","Bhel"
"Prajapati Live Dhokla & Handavo","Bhel"
"Sharief Bhai","Bheja Fry"
"Lala Gathiya Rath","Bhavnagri Gathiya (250 gms)"
"Vadigam Farsan House","Bhavnagri Gathiya"
"jiji ki idli gruh udhyog","Bhavnagari Dhokla Khiru - 1kg"
"Manubhai Gathiyawala","Bhavnagari Bhel (200g)"
"Let's Get Started by Flayvor Co.","Bharwan Mushroom"
"Hotel Jalgaon Bharit Centre","Bharit"
"Mayur Bhajiya","Bharela Marcha"
"Janta Sweets","Bhalla Papdi Chat"
"PANDITJI CHAAT BHANDAR","Bhalla Chaat (plate)"
"Jalesar Chat Bhandar","Bhalla [1 Plate]"
"Pramukh Kathiyawadi - Sector 21","Bhakri"
"Shreeji Khichdi","Bhakhri (2 Piece)"
"Mummy No Rasodu","Bhakhari [1pcs]"
"Gopi Dining Hall","Bhakhari / Roti / Rotla / Puri - Shaak"
"Morning Treat","Bhakhari"
"Bhimsing Bhaji Pav","Bhajipav Without Pav [Oil]"
"Mahalaxmi Bhajipav","Bhajipav"
"Pavbhaji Express","Bhaji Pulav [Butter]"
"Shree chamunda fast food","Bhaji Pav"
"Prince  - Food Orbit","Bhaji Only"
"Vijaynath pav bhaji","Bhaji Only"
"Belly In Bowl","Bhaat & Dim Alu Shidho Bowl"
"JAY AMBE SATVIK BHOJAN","Bhaakhari"
"ROKADE SWEETS","Besan Ladu [1 Kg]"
"Krishnam Sweets And Snacks","Besan Ladoo (Per Piece)"
"SAKCHI MISTAN BHANDAR","Besan Ladoo"
"Old Mota Halwai","Besan Ladoo"
"Sahni Dairy And Sweets","Besan Laddu (1 Kg)"
"Crispy chipsy","Besan Laddu"
"Sri Raghavendra Davanagere Benne Dose Hotel","Benne Masala Dosa"
"Baked By Nini's","Belgium Chocolate Chips Cookies [150gm]"
"Angur bakers","Belgium Choco Cake (Per kg) (Eggless)"
"Belgian Waffle Factory","Belgian Dark"
"WOWFFLES","Belgian Chocolate Waffle"
"The Belgian Waffle Co.","Belgian Chocolate Shake"
"Huber & Holly","Belgian Chocolate Ice Cream"
"Biskut","Belgian Chocolate Chip"
"Giani Ice Cream","Belgian Chocolate"
"The scooped Creamery","Belgian Chocolate"
"Lassi Corner","Belgian Chocolate"
"Sardarji Ice Cream Parlour - Enjoy","Belgian Chocolate"
"T bakery","Belgiam Butterscotch Cool cake (1 kg)"
"JIJA FOODS PARATHA HOUSE","Beetroot Paratha"
".Jimmys Fried Chicken","Beetroot Juice"
"The Hangover","Beef Tacos with Cheese"
"Moses Snack Bar","Beef Roll"
"Brothers","Beef Roast"
"Food Den","Beef Rezala"
"NAPHIL'S BIRIYANI","Beef Biryani"
"STAR BEEF","Beef 65 [500gms]"
"A1 AMBUR BEEF BRIYANI","Beef 65 (200gm)"
"Hero Sandwiches","Bbq Sauce"
"What A Sandwich","Bbq Sauce"
"Rosie's Cafe","BBQ Sandwich"
"Trattoria By Toscano","BBQ Chicken Pizza"
"Ovenstory Pizzeria Burgur","Bbq Chicken Pizza"
"No Mad Baker - The Pizzeria","Bbq Chicken Pizza"
"Pride Plaza Hotel","Bbq Chicken Pizza"
"SICILIAN KITCHEN","Bbq Chicken Pizza"
"The Original's Cafe","Bbq Chicken Pizza"
"SAMOSAZZ","Bbq"
"Jackie'S Burger","Bbq"
"La Burgizza","Bbq"
"PARJAPATI FAST FOOD","Batura Full Palte"
"Balaji Fast Food","Bateta Bhungala 1 Bag Bhungala"
"Lalu's Gujarati KITCHEN","Bateka Ni Sukibhaji [300ml]"
"Capital Lovers Vadapav","Batatavada Dish [12 Nos]"
"Bombay Chaat","Batata Puri"
"Kathiyawad Ni Moj","Bataka Patri Bhajiya (250 Gm)"
"Devbhoomi Pani Puri Center","Bataka Chana Masala (1 kg)"
"Shri KABIR cakes and Bakers","Basundi [Big Cake]"
"BIRYANI BADSHAH","Basmati Steamed Rice"
"Maa Bhavani Panipuri Cente","Basket Chaat [Regular]"
"Kailash Bhel Pakodi Centre","Basket Chaat"
"Gulab Panipuri","Basket Chaat"
"The Sourdough Pizza Co.","Basil Pesto Pasta"
"The Vegan Kitchen","Basil Pesto Pasta"
"Blue Tokai Coffee Roasters","Basil Pesto Pasta"
"BIKANER MISHTHAN BHANDAR","Basan Laddu"
"Sagar Sweets","Barfi"
"UFO Fries & Corn","Barbeque Pizza Fries"
"Grill House by Fipola","Barbeque Chicken"
"World Of Shawarmas","Barbeque"
"Dessert Studio by Third Wave","Banoffee Pie"
"Sindh Sweets","Banoffee Pie"
"Third Wave Coffee","Banoffee Pie"
"PARADIGM SHIFT ORGANICA","Banoffee Pie"
"Biriyani Zone","Banjara Tikka"
"Kababism House of Kababs","Banjara Kebab"
"NEW SILVER PAN SHOP","Banarsi Paan"
"Banarsi Pan","Banarasi Paan"
"The Betel Leaf Co.","Banarasi Meetha Paan"
"Purohit Chavana and Sweet Mart","Banana Wafer (250 gms)"
"Jalaram Farsan House","Banana Wafer"
"Magic Munch","Banana Shake"
"JUICE KING","Banana Shake"
"O2 Shakes & Smoothies","Banana Shake"
"Healthy Calories","Banana Kiwi Dry Fruits Smoothie"
"The Penny Pancakes","Banana Caramel Pancakes -3Pcs"
"Milkshake Memories by Gudbud","Banana Caramel"
"Guptaji Juice Centre","Banana"
"AK Samosa Centre","Ban [1Oc]"
"Mirzapur Sweet Mart","Balushahi (250gm)"
"Kunjilal Sweets (Center Point)","Balushahi"
"Nirmal Sweet Mart","Balu Shahi"
"Sulaki Lal Shrinath & Sons","Balu Shahi"
"Tanoor","Baklawa [4 Pcs]"
"Kaveri Bakery","Baked Cheese Cake"
"Cloves Techno Dining Rooftop Restaurant","Baked Cannelloni"
"dakshaben khakharawala","Bajri Methi Khakhra (500 gms)"
"MADHUR KHABAR","Bahubali Roll"
"JAY AMBE FARSANWALA (maharaj)","Bafvada [1 Kg]"
"chennai hot puff","Badusha (250 Gms)"
"Braja Krishna Culfi Ice Cream","Badam Shake"
"Shree Bombay Faluda","Badam Shake"
"Paan After Naan","Badam Paan"
"Lassi forever@BLR","Badam Lassi"
"Sweet Bengal","Badam Katli"
"Mithaiwalaz","Badam Katli"
"K C DAS","Badam Delight"
"Bombay Bistro","Bachpan Ka Rasna"
"Biryani Blooms","Babycorn Chilli"
"Chikkis","Babycorn Chilli"
"Kolkata King Rolls & KKR Fast Food","Babycorn Chilli"
"Zoya fast food & Restaurant","Baby Corn Manchurian"
"ASIAN CULTURE","Baby Corn Chilly Dry"
"Bercos - If you love chinese","Baby Corn"
"Rajasthani Sp. Dhaba by Yummy Plates","Baafla Baati"
"Shreeji Pan House","Ayurvedic Pan"
"Matka Biryani - Food Orbit","Awadhi Dum Matka Biryani"
"HSR Dum Biryani","Awadhi Biryani"
"Babuana","Authentic Tea 1l (serves 10-12)"
"Egg Point","Austrilian Fry(Cheese & Butter) [3 Egg]"
"Ganesh Fast Food","Atta Golgappa 12 Piece"
"Ghar kI Sabji Roti","Atta Butter Roti [3 Pcs]"
"Baa Gruh Udhyog  Fast Food Services","Athela Marcha [150 Gram]"
"Turkish Zaika","Assorted Turkish Delight"
"The Licious Kitchen","Assorted Tandoori Platter"
"The House Of Momo'S","Assorted Momo [10pcs]"
"Ooze Pizza","Assorted Garlic Bread [12 Pieces]"
"Panda Momo","Assorted Classic Non Veg Momos"
"Ooty Chocolates","Assorted Chocolate"
"China House","Assorted Chinese Mushrooms (4 Pcs Per Serving)"
"SOY - Asian Kitchen","Asian Green Soup"
"Casanova Lounge","Arrabiata Pasta"
"New Freeze Land","Arrabiata Pasta"
"Cafe Farmland","Arrabiata Pasta"
"East Pizza Co.","Arrabiata Pasta"
"The Love Lock Cafe","Arrabiata Pasta"
"Sale & Pepe","Arrabiata"
"MUDALIYAR MESS","Arcot Nawab Mutton Maharaja"
"Online Insta Chay","Apple Shake"
"Spiffy","Apple Shake"
"Natural Sugarcane Juice","Apple Shake"
"Cultivogreens","Apple Salad"
"Bake Lamore","Apple Pie"
"SUGO","Apple Pie"
