"name","sum"
"Dumplings Pleaseee","1241"
"Shree Delhi Bhojnalaya","106"
"Anna's Cafe","819"
"Pappu Bhojnalay","3292"
"Chino's Kitchen & Bistro","426"
"Royal Chaina","426"
"The Executive Kitchen","565"
"Exotic Mandii","477"
"WOW SAMMY FRIED CHICKEN","65"
"Vinny s Cakes","93"
"Burger Home","130"
"Sai Swad Cafe","6491"
"Jay Mataji Tiffin Service","491"
"CAFE 112","282"
"Fish and chips","111"
"THE MEERAS KICTHEN","310"
"cake time","1690"
"Tasty Tiffin Food Service","148"
"Amore","667"
"ANNAPURNA RASOI","74"
"COOLBLOG","1208"
"Masters Bakery Krozzon","125"
"Shree Aiswarya Restaurant","347"
"Adda-e-Zaika","912"
"The Burger Point 54","347"
"Hotel The Siwan International","3991"
"EATERY RESTAURANT","204"
"SANDWICH SQUARE","164162"
"Arpit Dhaba","343"
"Kaplin Kitchen","972"
"Urban Chic","1093"
"DHAKAD FOOD CENTER","278"
"A 1 Ice Creams","241"
"The Taste of Bengal","60"
"Handa's Restaurant","204"
"The Old School Kitchen","187898"
"DELHI CHAAP EXPRESS","98088"
"Famous Lassi House","606"
"Leela's Kitchen","69"
"Wadeshwar(FC Road)","6981"
"GRILL`S N MORE","255"
"Ogo Bangali","292"
"SFC Restaurant","168708"
"Fries & Grills","2278"
"POORI WALA","51"
"MS Lazeez Biryani House","119208"
"Pizza Well.e","102"
"Fire N fry","431"
"HOTEL VISHWAS RESTAURANT","130"
"The Dinner Train","278"
"Food Mahal","42"
"Jaihari Bhel","199"
"Havmor Restaurant","22352"
"Kamini","574"
"LAHORI TADKA","282"
"Bhukkad Junction-Hunger Begins","93"
"AJAYS LIVE KITCHEN","222"
"Hotel Nice","56"
"Groceteria","8324"
"K3 Snacks & Sweets","167"
"My Cafe o;clock - Vinayaka Hotel","380"
"Super Sub Deli","88"
"Rollick","625"
"Naz Bakers","1676"
"CAFE 420","301"
"Cafe Aapli Space","926"
"Sweet Luscious Bakery","144"
"Shree Krishna Prasadam","1491"
"Saidham","157"
"Cusiny Home Grow","236"
"JAIHIND LUNCH HOME","93"
"THE ROCK OF THE PARATHA CAFE","74"
"Konkani Kitchen","31185"
"Hotel Rivoli","51190"
"Satguru Dairy","333"
"papa's kitchen","319"
"RJ GRAND ROYAL RESTAURANT","111"
"Bombay Special pao Bhaji & Bhelpuri","523"
"Take Away Food Express","574"
"ROLL PLAY","93"
"Wu-Tang Bistro","139"
"The Barbque House","551"
"Al Bawarchi's","2519"
"Coorg Bites","593"
"DOMINDO'S PIZZA","65"
"Bawarchi By Nawaabs","193440"
"Nonveg king","444"
"Cafe town n bakes","139"
"CHANGEZI CHACHA - BIRYANI AND KABABS","167"
"VISHAL RESTAURANT AND WINE BAR","236"
"Antim Bhelpuri and Sevpuri Centre","139"
"The Blue Danube","102"
"7 Star Chinese Restaurant","139"
"Veggie licious","4704"
"Pizza B Creamy","97"
"Donut Boss","407"
"Blue berry","282"
"Chechi Kadai","199"
"Radhika barfee","102"
"The Better Half","65"
"Venky's Delight","24856"
"New Murgan vilas Restaurant","79"
"Snacks Valley","458"
"Gangur Biryani","3319"
"G-1 Juice Center","472"
"Home Cakes","259"
"TASTY FOOD KITCHEN/TFK","8019"
"FRIED 99","144"
"RJ's Veg","116"
"Chinese Combo & Fast Food","28"
"SHER-E-PUNJAB VAISHO DHABA","65"
"MS BAKERY & SWEETS","194"
"CRYSTAL CAKE","56"
"DUGG'S  ROOF TOP","519"
"Buffoz","546"
"DOMIONA PIZZA","500"
"Fasty N Tasty","18005"
"Oriental Express","311"
"Khaansaab","3741"
"Akshay provision stores","102"
"ONE BITE sri dine","5917"
"AASIFE  BIRIYANI","764"
"Grubon","162"
"Baatiwala","4287"
"City Sweet and Farsan","167"
"Sehgal Food Serve","28120"
"AJAY EGG ROLL","79"
"Rambo dhabha","13287"
"THE BAMBOO KITCHEN","111"
"MARVEL SNACKS CENTRE","0"
"The Granios","79"
"Shaandaar Pani Patase Centre","213"
"Hotel bilal","264"
"Pizza Mannia","46"
"Garden icecream parlour","463"
"CHINU'S CHAAP","204"
"Mrs Morgan s","38981"
"Gokul sweets","264"
"Indian Chinese","185"
"HOTEL USHA","213"
"The Eats and Treats","46037"
"SURABHI GRAND","326551"
"Salim's Shahi Sigdi","287"
"DAWAT-E- BIRYANI","106"
"CAFE BROWN CRUNCH 104","69"
"Skei Ice creams","157"
"Saha Tiffin Stall","97"
"New Shanti Sagar","60"
"Ahad","4653"
"THALI CENTER","676"
"Zaika Chaap","595556"
"Saini Vaishno Dhaba","282"
"Rahat Mart","440"
"Kavali Food Corner","134"
"Dosa Nonveg Wala","1157"
"Amhi Pohekar","426"
"Alankar's red chilli","4352"
"CHINA CHOWK TO CHINA","32"
"WAKE N BITE ( KRISHNA SNACKS )","134"
"The Handi","134"
"Rishi's Biryani","292"
"Taaj Chicken Biryani","41718"
"Sham - E - Mehfil","676"
"Jyothi Lunch Home","319"
"Jai Shankar Lassi","3597"
"Kafe Tirupati","109088"
"Kitchen Punjab","699"
"THE KEBAB POINT","56"
"Manis Cafe","806"
"KALLYFSO CAFE","2454"
"SPICE ROOTS","148"
"NISARG PRATHA HOUSE","6028"
"Murli Food Home","458"
"Heavens Park Fried Chicken","106"
"NATWAR CHAT CENTER","333"
"NEW NANDINI FAMILY RESTAURANT","870"
"\tPapu Food Product","2333"
"Afraa Deli-Sector 1","83"
"Wok Art","32"
"Bengali Bhuri Voj","250"
"Momo Shomo Tikka Shikka","0"
"Krazee Kulcha","500"
"Purepur Kolhapur Family Restaurant","15394"
"KAIFAN HOTEL","29801"
"Bake Bihari Bhojnalaya","296"
"The Cake Time","1333"
"Secret of Bread","46"
"Khan saheb","4236"
"Empires kitchen","236"
"Bikaneri Bhojnalaya","1190"
"KING AND QUEEN","26255"
"BADA SAABS PUNERI EATERY","579"
"Hotel Mai Bapu","74"
"Ratna Veg Cuisine","231"
"SHER-A-KEBAB","157"
"Juice Time (not.just.juices)","3681"
"THE QUALITY BITES","111"
"Chintamani caterers","264"
"New Chithi Hotel","106"
"The nightingale","1657"
"Hotel Bhagyayog","5227"
"V-Desi","185"
"Surya hot foods","46"
"J P HALITH BHAI SOUP CENTER","65542"
"BANARASIYA","5524"
"Trichur Towers","5352"
"Bombay Grills","533"
"Oven Fire Live Pizza","42"
"Shama's biryani","79"
"Krishna Tiffin Center","1532"
"Chhaya Amrutulya","4218"
"Siraj Biryani House","10171"
"Need24 Restaurant","56"
"Chinese Raja","65"
"Goregaonkar's kitchen","287"
"GVD Pizza","296"
"Mr Petu","213"
"Uravu Hotel","148"
"Just Momo's By Hotel Amber","333"
"Garwa Veg & Non Veg","292"
"HOTEL BACHAN NIWASH AND RESTAURANT","185"
"Doodles Noodles","5801"
"PRASADAM SNACKS AND BIRYANIS","4611"
"J.J FAST FOOD","319"
"AMBROSE SMOKEHOUSE","25741"
"Rice Pot","0"
"Annapurna Hotel/Lunch Home","9829"
"Foodkart","370"
"KANDOI SWEETS","361"
"Gupta burger","56"
"Riahs Kebab Biryani and Curry","407"
"Arigato-The Bakery Cafe","130"
"Royalisto Thickshakes","37"
"Basant Ice Cream Parlour","361"
"Orange ( The family restaurant)","2583"
"Mirch Masala Resto Bar","236"
"Bhatt Ji K Bhature","292"
"The chemistry lab","46"
"MEAL BOWL","106"
"Shiva Snacks Center","1986"
"Konaseema Ruchulu","27769"
"CHAI SE FRY TAK","37"
"New bharat cafe","4352"
"MITHRA","79"
"NEW HALAL RESTAURANT","1884"
"Muscle food & shakes","51"
"Pankti Gharcha Swaad","861"
"Pali Bhavan","306"
"Meenashi Chettinad Mess","194"
"Gajanand Restaurant","685"
"CHAURASIA BROTHERS","74"
"Special Paratha Corner","6648"
"Classic China Bowl","3662"
"GANDHARV FAST FOOD","167"
"De Wok Bowl","273"
"Vishal Comforts","41593"
"Sri Narayan Misthan Bhandar (Thatheri Bazar)","9824"
"HOTEL ANNACHI'S","19500"
"Chatora Point","231"
"HASHTAG CHINESE","208"
"Chutney Flakes","49713"
"Pudukkottai Muthupillai Canteen","1356"
"New Delite Oven Fresh","10227"
"Punjabi Dhaba Family Restaurant","472"
"KARISHMA E BIRYANI","26157"
"Nityam Family Restaurant And Cafe","255"
"Petuk Mahaaa-raj","588"
"Authentic Royal","681"
"Naaniz","389"
"Combo.Com","1116"
"Hotel Soilder Diya","167"
"MARATHA DARSHAN","37"
"Chickenwala","407"
"China Gate (Mahakali - Andheri East)","3509"
"Soo Drinky","102"
"AL DHAAR MANDI","0"
"Crispy Chicken and More CCM","296"
"The Pastry Kitchen","278"
"The Burger Bey","278"
"Cafe Quench","6954"
"Cafe Madeline","2977"
"Bhojana","644"
"Guru Prasad- Beverage Corner","199"
"THE PIZZA STATION","245"
"The One Bowl","1398"
"BIKASH BABU SWEETS & CHAATS - Panambilly","65"
"SUNSET GRILL","79"
"The Cuisine","0"
"Gupta Eating Point","153"
"chai vaai cafe","157"
"Moonlight Drive Inn Restaurant","556"
"Shawarma Plus","148"
"Tasty Tub","278"
"Sunfood Restaurant","116"
"CAFETERIA HOUSE","125"
"Fab Kolkata","88"
"Kulfi King","130"
"Shahi Chicken Biryani Non Veg Hotel","32"
"Breakfastic","491"
"Popular Sindh biryani","125"
"vishwa aahar","102"
"BIRYANI THERAPY","954"
"Ritu's Cake Designing Studio","106"
"Saroj Bakery","93"
"Prince Saoji Bhojnalaya","361"
"Jyotirmoy","144"
"HOME N HEALTHY","1380"
"Hotel New Zaika","1722"
"THE RED DRAGON","685"
"Lee Chinese Fast Food Center","28269"
"BY Foods","519"
"Delicious Tadka","6556"
"KANYA'S KITCHEN","56"
"Galaxy of tandoor","32"
"Quality Food corner","148"
"Zeebu Multicuisine Restaurant","102"
"The Local Sub","343"
"Wake N Bake","324"
"THE LITTI HOT","111"
"Chicken Wala (by Chhappan Bhog)","370"
"Aapla Chaha & Snacks Center","4417"
"Bombay In A Bombay","46"
"The Bong's Quest","204"
"DiMoRa Saivam Restaurant","252731"
"Pizza & Burger Addiction","199"
"Havmor Ice-Cream Your Grocery","269"
"DEZ RESTAURANT","1995"
"JUST PARATHAS","185"
"Fry Junction","125"
"ZAMYAS KITCHEN","315"
"HUDAKITCHEN","1333"
"Bhai Bhai Omelette","4593"
"Maa Shantimoyee Fast Foods","667"
"Hotel Blueberri","144"
"Maai","194"
"Royal Dream","333"
"Om Confectionery And Namkeen","144347"
"Pizza Masters","5583"
"Home made Khichadivale","130"
"Sri Padmavati restaurant","398"
"Royal Chinese Restaurant","329"
"F2 KITCHEN","1366"
"Kamal Pizza Point","102"
"Shree Krishna Locho","56"
"DMW Dimsum/Momos/Wontons","7083"
"The Fruit Shop On Greams Road","1606"
"V's Kitchen","0"
"Sharing Spoon","83"
"Babu Ice Creams","671"
"Shital Chinese center","847"
"M/S  NEW HARITHA HOTEL","477"
"Manmoji Gola And Ice Cream","194"
"MIMI'S KITCHEN","37"
"DOLCE HUT","3569"
"Shankar Foods","204"
"Sukhsagar-MG Road","5773"
"Chinese Darwar","134"
"Hungry Babaz","185"
"night hungers hut","1287"
"ZWARMA THIRUVARUR","8815"
"Mota Bhai (Chattwala)","102"
"COFFEE DUDE","46"
"Moxo cafe","97"
"JMB Moti Tabela","2412"
"THE KHICHDI STORY","389"
"Masala Junction","37"
"Red Chilly Hot","120"
"The Pizza Cafe","231"
"Devang Ice Cream","1361"
"Chef King","287"
"NANIJI TIFIN SERVICES","74"
"FRIED WINGS","9838"
"HOT PIZZA KING","79"
"Hello Home Veg & Juice","74"
"Biryani @100","83"
"THE ROYAL LUCKNOWI","1588"
"Mustang Hotel Somdeep Palace","157"
"Classic Pani Puri","1421"
"sri Balaji Family Restaurant","454"
"SHAAN' S FOOD CORNER","884"
"MOONLIGHT GARDEN RESTAURANT","102"
"Sevendays The Cake World","1194"
"Aaha Biryani","32"
"Shahi Punjab Pure Veg","1204"
"Yorker Cafe","19500"
"AL BAIK PRO","1417"
"Food Evening","551"
"RAAHATH RESTAURANT","30898"
"Alamgir Hotel","102"
"Fusion Kadai","176"
"Chicken Seven Restaurant","241"
"Sananda Biriyani","102"
"Shipra's Kitchen","19898"
"VEER GI MALAI CHAAP","37"
"MR Hyper Market","74"
"Oriental Treat","74"
"GoodDo- The Vegan Eatery","88"
"Mumbai Vadapav Misal Point","671"
"Kohinoor Biryani House","259"
"The Fried Onion","157"
"Special Amdavadi Naylon Khaman","0"
"Jain cakes","444"
"Bake Express","259"
"Jabar Di Hatti (Hotel The Heritage)","10407"
"STARTER JUNCTION","4162"
"BELLA CIAO","93"
"Cheese And 3D cake","74"
"Shiv Sagar Pure Veg","171"
"HIGH ON TASTE","222"
"Mitra Cafe-Golpark","171"
"THE GOURMET CLUB","102"
"CHAI CIGGIE CAFE","111"
"Royal dosa","153"
"Madhavi Grand MultiCuisne Family Restaurant","120"
"Saurastra Pan","8981"
"The Aaheli Bengali Restaurants","583"
"Bakingo Cakes","125"
"ARORA PAKODA JUNCTION","65"
"KOLKATA GRILLS","51"
"Kabsa Biryani Special","106"
"Mumbai chaat","319"
"PAKKA BANGALI","28"
"RAKESH SWEET CORNER","83"
"Ram Bakery","8806"
"Ice-Cap The Cake Shop","2319"
"BRUNCH ITALINO","1311"
"Hotel Shakthi","477"
"Birjwasi","213"
"New Sweet Home Hotel Abhijat","116"
"Rajmindir Ice Cream","463"
"Kanchana Cafe","19611"
"A-1 RIJU CHINESES CENTER","7551"
"DREAM BYTES","1648"
"EKTA FAST FOOD","25741"
"Iddly Italy","74"
"Ultimate Food Junction","116"
"Raj Cake House","91083"
"Abinash Chandra Ghosh","250"
"Crazy Grill","162"
"Ramesh Dining Hall","264"
"Swad Biryani House","292"
"SUGARROOM","417"
"Aangan Veg Restaurant","37"
"Shegaon Kachori & Snacks Centre","144574"
"3 Story","11106"
"Roadside Momos","37"
"CHAYPUNTERS","199"
"Chinese Hut Fast Food Point","97"
"Punjabi hawaka Kitchen","259"
"One Ten Restaurant And Banquet","282"
"Naadbramha Juice And Cafe","2019"
"Mumbai Tadka - Hotel Shree Ram Punjab","97"
"PRAKASH RESTAURANT","870"
"Sugardaddy Cane Juice","481"
"Dakshin Royal","35139"
"MH 13 VEG KITCHEN","639"
"I Love Food","18315"
"Where Else Diner","15065"
"KINGDOM OF MOMO'S","74"
"Pappa Hotel","713"
"Desi rasoi","398"
"Shengshui Chinese And Thai","1134"
"Kolkata 105","106"
"Marvellous Donuts","1583"
"Manoj WTC Pasta","394"
"Le Plaisir","301"
"Hotel sri balaji biriyani kadai","116"
"Indian Chinese Point","7019"
"La Fair","819"
"Cathy Confectioners","329"
"Mj Signature","306"
"Mayur Hotel Koparkhairane","4764"
"Gopal bharer canteen","32"
"Dil Desi Dhaba","134"
"COOL TIME","486"
"Aditya Cafe","51"
"HUNGER@99","32"
"Shahdab Hyderabad Biryani","2731"
"Chellam fast food","1593"
"HINDAVI SWARAJYA DINNING AND FAST FOOD","0"
"Vels grill","83"
"CHACHA JAAN'S BIRYANI","144"
"Hotel Rau","194"
"NO 1 REAL PALAMUTHIRSOLAI","204"
"Trupti","319"
"Balaji Paratha and Snacks Center","6407"
"Iddos","32"
"Shanghai Valley - The Chinese Gourmet","176273"
"The Tandoor Pizza's","116"
"Chai Amritam","10102"
"Alfa Food Zone","130"
"Halba Saoji Gharpoch Seva","301"
"ROMAN CAFE","37861"
"PIZZA CAFE CORNER","11176"
"HUMTUM VEG & CHINESE JUNCTION","306"
"PIZZA HUT","3278"
"Sona Bangulour Bakery","463"
"SNAXX","79"
"aamio bengali","361"
"MAA RUKMANI FAST FOOD AND RESTAURANTS","0"
"Shri Bala Ji Fast Food","111"
"Theos- Patisserie & Italian Cafe","819"
"KHALSA G KITCHEN","74"
"Kabila Restro","227"
"Devansh Mart","208"
"Sippers","505"
"CAKELICKS","3194"
"Indian Harvest - Hotel Ans International","129528"
"Snappy Dragon","162"
"Maak-o-Pizza","319"
"BiryAlicios","458"
"JODHPURI FOOD HUB","93"
"BHOLA HOTEL","18560"
"GOLI  VADA PAV","8833"
"CHAI STATION AND CAFE","528"
"Ostaadi","144"
"SNOW FIELD ICE CREAM SHOPE","42"
"LIQUIDZZ","370"
"Kovilakam Residency","65"
"Bombay Bakes","97"
"Trupti Farsan Chandivali","69"
"MYSORE HOTEL JUNCTION","204"
"Flavors Of East","32"
"Marvelous Restaurant","296"
"The Asian Box","282"
"RADHE KRISHNA SNACKS POINT","796"
"MOMOS EXPERIENCE","963"
"The Mughal Darbar - The Vizag Drive Inn","282"
"Grand Mercure Vadodara Surya Palace","18315"
"Big Boy Food","866"
"Bistro Vegetarian","25032"
"THE RED DOT CAFE","144"
"In75","565"
"Cafelicious","421"
"DS milk world","6829"
"Mani's Thattu Vadai Settu Kadai","0"
"VEGGIE LOVERS","870"
"Pizza Pot","759"
"Nrs Nandini","12051"
"JAPIS CAKE AND BAKERY SHOP","213"
"Pizza 450 F","759"
"Chine Inn","903"
"Shri Dadaji Chinese Center","130"
"Reva cuisine","259"
"Momoya !","37537"
"Shri Mangalam Restaurant","111"
"Aahaa Biryani's","16981"
"Tea Splash","222"
"THE MUYAL RESTAURANT","120"
"DILL  KHUSH","134"
"Ashutosh Inn","37894"
"Shivsai Food Point","722"
"Bansuri Pure Veg Restaurant","204"
"THE BARN HOUSE KITCHEN","158694"
"Sweet Avenue","282370"
"The village corner","278"
"AAMAS KITCHEN","5023"
"THE CHINA BOX","97"
"Dreamers Cafe","250"
"UTUBE RESTAURANT","39898"
"The Grand Astoria & Ashirvad Party Plot","16880"
"THE BEER CAFE BIGGIE","46"
"BANSHI DUGDH BHADAR","51"
"SALMAN SHAWARMA","3912"
"Sri Lakshmi Srinivasa Bhavan","46"
"Food Burst Cafe","69"
"Hotel Santrupthi","458"
"BITE AND BEANS","227"
"Zhilmil Vaishno Dhaba","79"
"Chai Burger Station","130"
"Cake Bonzerbites - Live Cake","6116"
"Food China - Momos and Noodles","1435"
"S.K FOOD AND CATERERS","194"
"Maha Laxmi Bakers","1042"
"Bread Line Baker's","20597"
"ANGARA - THE TASTE OF ORIGINAL","296"
"KITCHEN COUZINS","366"
"The Dragon's Gourmet","139"
"Bittu's Veg & Non Veg Food","52829"
"Jagdamb","4186"
"Fab Foodz By Vani","514"
"CAKE ZURICH","389"
"NEW RAJESH SWEETS","4898"
"Igloo Wood Fired Pizza","8537"
"FRESH FRUIT JUICE CENTR","514"
"Yummy dosa point","1921"
"Hookafe (Aamaze)","102"
"KATTAPPA","199"
"Ashraf biryani center","412"
"A R Chinese","4699"
"The7A","2139"
"Happiness Ice Cream Parlour","2278"
"OPAR BANGLA EPAREI","51"
"DOMNIK PIZZA","2583"
"Patti Samosa House","4394"
"PIZZA FUEL CAFE","1116"
"The Fried Junction","88"
"The China Village","162"
"Nalin Chandra Das and sons","282"
"Hangyo Ice creams","5556"
"Manbhawan sweets","569"
"DOUBLE - U","102"
"Ramanand","56"
"Chicken Kuk Do Ku","116"
"Home-Made Foods","301"
"MI CASA CAFE","171"
"PINK SALT CAFE","204"
"Chinese Solution","106"
"Hotel Ahaar","19611"
"Creek View","93"
"Pamela Restaurant","463"
"CHILL CHILLY","472"
"SAFFRON789","3236"
"WAH JANAAB","319"
"PIZZA PASSERELLA","250"
"Sai Sagar","653"
"Ronak Pav Bhaji And Juice Bar","287"
"Badshah Foods","1468"
"IHOM - INTERNATIONAL HOUSE OF MOMOS","65"
"Shivar Non Veg","593"
"Ruchkar Snacks & Mess","208"
"Veer Ji Malai Chaap Wale (Metro Plaza)","148"
"Star malabar","79"
"Amber Bakery","16921"
"Pranali's Resto","2514"
"Thalis 4U","250"
"Taste King Restaurant","755"
"Banke Bihari Sweets","0"
"Suufiyana","176"
"The Maple","15694"
"A1 Fast Food Memosh","8833"
"Mantris Hotel","2440"
"Mp49 cafe","46"
"The Patiz Point","34634"
"gesture by nikhil","221426"
"Chahat Biryani","144"
"Nutridish","32"
"House of Cake","796"
"Swarajya misal and fast food","199"
"WWW.BIRYANI.COM","407"
"Hakka Habibi","171"
"Royal VEGFC","185"
"Sugar and Sangria","181"
"FINE LINE BARBEQUE","1056"
"Amirtham Sweets","556"
"Sahi darbar","444"
"Ma Khodiyar Restaurant","861"
"Arun's","25611"
"SAADGI VEG NONVEG","97"
"Golden Samosas","412"
"Pick N Pay","56968"
"Chota Bite by Cafe Goodluck","143"
"Pandey Dhaba And Restaurant","13407"
"New Sinhagad Fountain","97"
"Gulati Sweets","3829"
"Five Star (Combo Ka Adda)","37894"
"SARAVANA BAKERY","37"
"Red Chillies Food Court","912"
"Chinese Wale","389"
"Maris Briyani Stall","2204"
"Chocolate In Heaven","213"
"Kill Hunger","352"
"Koyal Grand","0"
"SWAD BIRYANI","134"
"WALKIN CAFE","1935"
"The Kalika Kitchen","28"
"SARDAR JI'S RESTAURANT","315"
"Couple Park Restaurant","22167"
"KINARA SEA FOOD KITCHEN","324"
"DA KING OF PARATHA","32"
"BELLA CHOW","139"
"ChefsLounge","93"
"Bob's Cafe","796"
"SREE SITARA HOTEL AND RESTAURANT","574"
"Handiwaala","139"
"The Cake Cottage","6579"
"BIRYANI HANDI","1329"
"Hoysala Food Court","158111"
"Aarya's BBQ Grill Hub","3282"
"Hotel Midtown and Restaurant","97"
"Amar Maa Er Ranna Ghor","407"
"True Food Kitchen","1218"
"Vaishno Bhojnalya","0"
"CHICKPETE DONNE BIRYANI","1593"
"Malai Curry","134"
"Pua Momos","88"
"Om sai foods","1102"
"Shri Jalaram Rasawala Khaman","8139"
"BARKAS ARABIAN KITCHENS","6921"
"Shangai Fusion","51"
"Dominoc's Pizza","65"
"Moms food","83"
"AFC Food Funda","278"
"Annpurna","495"
"Thapar Bakery","6648"
"Arabian Swag","51"
"JVD FOODS","106"
"Meat & Eat spicy grill chicken","1144"
"Cafe Bae Ranchi","801"
"john's cafe","41593"
"Champion icecream parlour","83"
"Kappi stop","20713"
"manCHOW","231"
"Dhinchak Fresh","148"
"Choudhary Mishtan Bhandar","194"
"BATOHI BAKERY","731"
"TIRUMALA BHAVAN","5301"
"Thee Thali Restaurant","569"
"SAAMS FOOD COURT","17097"
"Swirls","125"
"Bs Lucky Dhabha","16648"
"Hotel Toral","5630"
"aamio bengali restaurant","37"
"Dreams Biriyani Center","79"
"Ayaz's The Kebab Place (Bandra West)","218"
"Taste Of Kolkata Rolls","2379"
"New Saawariya Fast Food","407"
"KRUSHNAI CHOUPATI","93"
"Tara'sKitchenbranch2","148"
"RK FOODS","208"
"Chinese Ki Gaadi","458"
"Garvaa Biryani - Chafekar Chowk","17120"
"THE INDIAN SPICES RESTAURANT","8185"
"PIZZA BITE","29018"
"JK FOOD COURT","84352"
"SHAHIN TASTY FOODS","46"
"MADINAS BIRYANI","657"
"Lean On - The Fit Food Hub","74"
"CHEKNAI CHICKEN","106"
"Xotik Fresh","5500"
"BONG & BONES","134"
"Madrasi idli & dosa Cafe","129491"
"MONALISSA CAKE STUDIO","6144"
"OMG Momo's Point(POONGA NAGAR)","1509"
"SEEKH BARBEQUE BIRYANI AND KABAB","93"
"vaibhavi Amarican food","292"
"Chicken Mafia","207810"
"The Night Room","106"
"PANDIT JI KI CHAI","491"
"VINOD PAAN FLAVOR","42"
"Chatkare Parathe","2213"
"New Janta Ice Cream","5070"
"Laziz Food","333"
"Sandeep Restaurant & Bar","1277"
"Chitale Xpress Sinhgad Road","37056"
"DKS PARATHA GALI","102"
"Sheza Biryani","264"
"Saba Shimla Biriyani","181"
"Creamy Culture","8310"
"THE HOME KITCHEN","366"
"BIRYANI CHEF BY REDDYS","6065"
"Absolute Food Service","6750"
"KIN KINI","403"
"Kwality Walls Frozen Dessert & Ice Cream Shop","2088"
"Snack On Sushi","93"
"The Chinese Factory","9912"
"FARZI DHABA","181"
"Wokstreet","444"
"ORGANIC CHITTI CHITTI NETI IDLYS","18315"
"Cafe Ajmeri Fast Food","236"
"Ajeet Khana Khazana","74"
"Wow ! Vada Pav","1134"
"Happy Baking Company","287"
"Bebe and Praji","431"
"Hotel Jai Balaji king of dosa","389"
"ANIKA","4417"
"Shivaz Restaurant","5361"
